966307616,108
1139877974,44;62;43
1139877605,61
369691273,79
369691241,95;107
369691218,47
369691226,32;102;107
1139877479,63
369691205,42
369691208,35;43;99
369691214,47;61;98
369691210,44
1139877693,62
3421745686,64
3421745687,64;79;95
400192059,108
400192048,102
369688128,31;32;96
369688127,87
369691195,35
369691193,31;87;98
369691199,41;96;99
1139877879,63;41;42
44,Claddens Place,20,false,1139877974;369691210,0.011614924081526926,1.2990922603712114
47,Davidston Place,20,false,369691214;369691218,0.01136574261216771,1.271222106765358
95,Lindsaybeg Lane,30,false,369691241;3421745687,0.09761956670220266,7.2789583856927536
96,Claddens Place,20,false,369691199;369688128,0.04817266674889492,5.387959326782271
98,Davidston Place,20,false,369691193;369691214,0.05055035262943805,5.653895918646883
99,Claddens Place,20,false,369691199;369691208,0.05530884258860461,6.186117862898691
61,Davidston Place,20,false,369691214;1139877605,0.010593287700701743,1.1848254854936633
62,Claddens Place,20,false,1139877974;1139877693,0.011746661329915474,1.3138266519679977
63,Claddens Place,20,false,1139877879;1139877479,0.012118046965530205,1.355364952300712
64,Lindsaybeg Lane,20,false,3421745687;3421745686,0.009723091310195513,1.0874967911367568
31,Netherhouse Avenue,20,false,369691193;369688128,0.045465492721115774,5.085170535199957
32,Netherhouse Avenue,20,false,369688128;369691226,0.04732163107140523,5.29277369714178
35,Claddens Place,20,false,369691195;369691208,0.010767868716234799,1.2043518159711435
79,Lindsaybeg Lane,30,false,369691273;3421745687,0.1137781907590619,8.483818805107814
102,Netherhouse Avenue,20,false,369691226;400192048,0.12509016878875426,13.990936917138765
107,Blacklands Place,20,false,369691241;369691226,0.21736160134697632,24.31120272760562
108,Lindsaybeg Road,30,false,400192059;966307616,1.0099263733177948,73.41064804010678
41,Claddens Place,20,false,369691199;1139877879,0.020180540605428808,2.257129183678061
42,Claddens Place,20,false,1139877879;369691205,0.011977206123200064,1.3396123527201218
43,Claddens Place,20,false,369691208;1139877974,0.02013926866919815,2.2525130490781753
87,Netherhouse Avenue,20,false,369688127;369691193,0.053924845395857034,6.031322185470767
